【Excel文件】COVID-19全球数据集（节选）.xlsx
工作表数量：1
============================================================

📊 工作表 1: Data
行数: 15088, 列数: 15
----------------------------------------
                        国家/地区             大洲     纬度      经度  年平均温度  每千人医院床位数  每千人医生数    人均GDP          人口  年龄中位数  65岁及以上人口占比         日期      每日检测数         病例数       死亡数
216                   Albania         Europe  41.15   20.17     14      2.89    1.29   5353.2     2873457     38          14 2020-09-28      824.0     13391.0     380.0
217                   Albania         Europe  41.15   20.17     14      2.89    1.29   5353.2     2873457     38          14 2020-09-29      820.0     13518.0     384.0
218                   Albania         Europe  41.15   20.17     14      2.89    1.29   5353.2     2873457     38          14 2020-09-30      842.0     13649.0     387.0
219                   Albania         Europe  41.15   20.17     14      2.89    1.29   5353.2     2873457     38          14 2020-10-01     1013.0     13806.0     388.0
220                   Albania         Europe  41.15   20.17     14      2.89    1.29   5353.2     2873457     38          14 2020-10-02     1085.0     13965.0     389.0
221                   Albania         Europe  41.15   20.17     14      2.89    1.29   5353.2     2873457     38          14 2020-10-03     1008.0     14117.0     392.0
222                   Albania         Europe  41.15   20.17     14      2.89    1.29   5353.2     2873457     38          14 2020-10-04      963.0     14266.0     396.0
223                   Albania         Europe  41.15   20.17     14      2.89    1.29   5353.2     2873457     38          14 2020-10-05      912.0     14410.0     400.0
224                   Albania         Europe  41.15   20.17     14      2.89    1.29   5353.2     2873457     38          14 2020-10-06      905.0     14568.0     403.0
225                   Albania         Europe  41.15   20.17     14      2.89    1.29   5353.2     2873457     38          14 2020-10-07      914.0     14730.0     407.0
226                   Albania         Europe  41.15   20.17     14      2.89    1.29   5353.2     2873457     38          14 2020-10-08      971.0     14899.0     411.0
227                   Albania         Europe  41.15   20.17     14      2.89    1.29   5353.2     2873457     38          14 2020-10-09      932.0     15066.0     413.0
228                   Albania         Europe  41.15   20.17     14      2.89    1.29   5353.2     2873457     38          14 2020-10-10      960.0     15231.0     416.0
229                   Albania         Europe  41.15   20.17     14      2.89    1.29   5353.2     2873457     38          14 2020-10-11      943.0     15399.0     420.0
230                   Albania         Europe  41.15   20.17     14      2.89    1.29   5353.2     2873457     38          14 2020-10-12      952.0     15570.0     424.0
231                   Albania         Europe  41.15   20.17     14      2.89    1.29   5353.2     2873457     38          14 2020-10-13     1055.0     15752.0     429.0
232                   Albania         Europe  41.15   20.17     14      2.89    1.29   5353.2     2873457     38          14 2020-10-14     1351.0     15955.0     434.0
233                   Albania         Europe  41.15   20.17     14      2.89    1.29   5353.2     2873457     38          14 2020-10-15     1398.0     16212.0     439.0
234                   Albania         Europe  41.15   20.17     14      2.89    1.29   5353.2     2873457     38          14 2020-10-16     1402.0     16501.0     443.0
235                   Albania         Europe  41.15   20.17     14      2.89    1.29   5353.2     2873457     38          14 2020-10-17     1289.0     16774.0     448.0
236                   Albania         Europe  41.15   20.17     14      2.89    1.29   5353.2     2873457     38          14 2020-10-18     1276.0     17055.0     451.0
237                   Albania         Europe  41.15   20.17     14      2.89    1.29   5353.2     2873457     38          14 2020-10-19     1413.0     17350.0     454.0
238                   Albania         Europe  41.15   20.17     14      2.89    1.29   5353.2     2873457     38          14 2020-10-20     1407.0     17651.0     458.0
239                   Albania         Europe  41.15   20.17     14      2.89    1.29   5353.2     2873457     38          14 2020-10-21     1375.0     17948.0     462.0
240                   Albania         Europe  41.15   20.17     14      2.89    1.29   5353.2     2873457     38          14 2020-10-22     1405.0     18250.0     465.0
241                   Albania         Europe  41.15   20.17     14      2.89    1.29   5353.2     2873457     38          14 2020-10-23     1412.0     18556.0     469.0
242                   Albania         Europe  41.15   20.17     14      2.89    1.29   5353.2     2873457     38          14 2020-10-24     1329.0     18858.0     473.0
243                   Albania         Europe  41.15   20.17     14      2.89    1.29   5353.2     2873457     38          14 2020-10-25     1315.0     19157.0     477.0
244                   Albania         Europe  41.15   20.17     14      2.89    1.29   5353.2     2873457     38          14 2020-10-26     1304.0     19445.0     480.0
245                   Albania         Europe  41.15   20.17     14      2.89    1.29   5353.2     2873457     38          14 2020-10-27     1278.0     19729.0     487.0
246                   Albania         Europe  41.15   20.17     14      2.89    1.29   5353.2     2873457     38          14 2020-10-28     1397.0     20040.0     493.0
247                   Albania         Europe  41.15   20.17     14      2.89    1.29   5353.2     2873457     38          14 2020-10-29     1422.0     20315.0     499.0
248                   Albania         Europe  41.15   20.17     14      2.89    1.29   5353.2     2873457     38          14 2020-10-30     1534.0     20634.0     502.0
249                   Albania         Europe  41.15   20.17     14      2.89    1.29   5353.2     2873457     38          14 2020-10-31     1260.0     20875.0     509.0
250                   Albania         Europe  41.15   20.17     14      2.89    1.29   5353.2     2873457     38          14 2020-11-01     1472.0     21202.0     518.0
251                   Albania         Europe  41.15   20.17     14      2.89    1.29   5353.2     2873457     38          14 2020-11-02     1446.0     21523.0     527.0
252                   Albania         Europe  41.15   20.17     14      2.89    1.29   5353.2     2873457     38          14 2020-11-03     1684.0     21904.0     532.0
253                   Albania         Europe  41.15   20.17     14      2.89    1.29   5353.2     2873457     38          14 2020-11-04     1725.0     22300.0     536.0
254                   Albania         Europe  41.15   20.17     14      2.89    1.29   5353.2     2873457     38          14 2020-11-05     1744.0     22721.0     543.0
255                   Albania         Europe  41.15   20.17     14      2.89    1.29   5353.2     2873457     38          14 2020-11-06     1954.0     23210.0     549.0
256                   Albania         Europe  41.15   20.17     14      2.89    1.29   5353.2     2873457     38          14 2020-11-07     1927.0     23705.0     557.0
257                   Albania         Europe  41.15   20.17     14      2.89    1.29   5353.2     2873457     38          14 2020-11-08     1942.0     24206.0     559.0
258                   Albania         Europe  41.15   20.17     14      2.89    1.29   5353.2     2873457     38          14 2020-11-09     1967.0     24731.0     571.0
259                   Albania         Europe  41.15   20.17     14      2.89    1.29   5353.2     2873457     38          14 2020-11-10     1739.0     25294.0     579.0
260                   Albania         Europe  41.15   20.17     14      2.89    1.29   5353.2     2873457     38          14 2020-11-11     1864.0     25801.0     590.0
261                   Albania         Europe  41.15   20.17     14      2.89    1.29   5353.2     2873457     38          14 2020-11-12     1559.0     26211.0     598.0
262                   Albania         Europe  41.15   20.17     14      2.89    1.29   5353.2     2873457     38          14 2020-11-13     2051.0     26701.0     605.0
263                   Albania         Europe  41.15   20.17     14      2.89    1.29   5353.2     2873457     38          14 2020-11-14     2055.0     27233.0     612.0
264                   Albania         Europe  41.15   20.17     14      2.89    1.29   5353.2     2873457     38          14 2020-11-15     2106.0     27830.0     623.0
